"filename", "language", "TypeScript", "JSON", "JSON with Comments", "Markdown", "HTML", "Batch", "JavaScript", "vue", "PowerShell", "Properties", "Python", "pip requirements", "reStructuredText", "XML", "CSS", "C", "comment", "blank", "total"
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\appdirs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 240, 63, 609
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\__about__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 6, 28
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 27
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 12, 11, 39
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\_structures.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 21, 25, 87
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\_typing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 35, 4, 49
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\markers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 46, 75, 329
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 21, 33, 146
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 0, 327, 154, 864
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\tags.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 466, 0, 0, 0, 0, 0, 177, 109, 752
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 18, 19, 66
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\packaging\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 140, 111, 536
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\_vendor\pyparsing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2835, 0, 0, 0, 0, 0, 2367, 541, 5743
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\extern\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 15, 13, 74
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\pkg_resources\tests\data\my-test-package-source\setup.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 62, 52, 243
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_deprecation_warning.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 1, 8
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 9, 4, 16
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\_msvccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 0, 92, 83, 562
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\archive_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 57, 37, 257
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\bcppcompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 86, 67, 394
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\ccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0, 0, 480, 134, 1124
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\cmd.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 181, 54, 404
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 10, 2, 32
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\bdist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 20, 24, 144
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\bdist_dumb.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 8, 18, 124
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\bdist_msi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 543, 0, 0, 0, 0, 0, 127, 80, 750
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\bdist_rpm.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 68, 85, 580
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\bdist_wininst.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 0, 0, 65, 51, 378
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\build.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 25, 28, 158
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\build_clib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 41, 42, 210
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\build_ext.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 463, 0, 0, 0, 0, 0, 196, 99, 758
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\build_py.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 99, 53, 393
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\build_scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 20, 19, 153
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\check.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 28, 20, 149
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\clean.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 9, 11, 77
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 87, 48, 345
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\install.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 426, 0, 0, 0, 0, 0, 150, 103, 679
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\install_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 11, 13, 80
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\install_egg_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 21, 16, 78
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\install_headers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 5, 14, 48
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\install_lib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 49, 41, 218
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\install_scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 7, 13, 61
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\py37compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 8, 31
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\register.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 0, 0, 25, 33, 305
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\sdist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 0, 0, 122, 71, 495
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\command\upload.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 28, 30, 215
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 30, 17, 131
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\core.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 98, 33, 235
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\cygwinccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 154, 51, 415
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\debug.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 6
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\dep_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 36, 17, 93
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\dir_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 68, 30, 211
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\dist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 728, 0, 0, 0, 0, 0, 347, 183, 1258
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\errors.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 48, 20, 98
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\extension.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 95, 23, 241
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\fancy_getopt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 144, 69, 458
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\file_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 63, 34, 239
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\filelist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 105, 51, 356
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 5, 17, 78
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\msvc9compiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 545, 0, 0, 0, 0, 0, 153, 91, 789
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\msvccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 455, 0, 0, 0, 0, 0, 108, 81, 644
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\py35compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 2, 5, 20
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\py38compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\spawn.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 34, 17, 107
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\sysconfig.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 346, 0, 0, 0, 0, 0, 159, 74, 579
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\text_file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 134, 34, 287
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\unixccompiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 103, 40, 333
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 190, 76, 536
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 185, 51, 348
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_distutils\versionpredicate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 90, 15, 167
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_imp.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 5, 17, 83
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\more_itertools\more.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1414, 0, 0, 0, 0, 0, 2016, 396, 3826
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 355, 71, 621
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\ordered_set.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 292, 38, 489
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\__about__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 3, 6, 28
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 3, 27
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 12, 11, 39
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\_structures.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 21, 25, 87
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\_typing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 35, 4, 49
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\markers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 46, 75, 329
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\requirements.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 21, 33, 146
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\specifiers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 0, 327, 154, 864
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\tags.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 466, 0, 0, 0, 0, 0, 177, 109, 752
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 18, 19, 66
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\packaging\version.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 140, 111, 536
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\_vendor\pyparsing.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2835, 0, 0, 0, 0, 0, 2367, 541, 5743
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\archive_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 49, 37, 206
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\build_meta.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 68, 54, 282
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\alias.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 2, 17, 79
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\bdist_egg.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 337, 0, 0, 0, 0, 0, 43, 77, 457
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\bdist_rpm.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 8, 8, 41
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\build_clib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 27, 11, 102
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\build_ext.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 33, 39, 329
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\build_py.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 38, 33, 233
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\develop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 30, 33, 194
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\dist_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 11, 37
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\easy_install.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1536, 0, 0, 0, 0, 0, 465, 290, 2291
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\egg_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 488, 0, 0, 0, 0, 0, 129, 118, 735
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\install.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 20, 22, 126
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\install_egg_info.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 5, 12, 63
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\install_lib.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 27, 24, 123
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\install_scripts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 6, 11, 70
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\launcher manifest.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 1, 16
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\py36compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 39, 17, 135
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\register.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 7, 19
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\rotate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 1, 11, 65
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\saveopts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 9, 23
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\sdist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 29, 34, 190
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\setopt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 13, 22, 150
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 27, 39, 253
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\upload.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 6, 18
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\command\upload_docs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 17, 24, 203
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 0, 198, 133, 750
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\dep_util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 9, 5, 26
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\depends.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 38, 39, 176
"d:\desktop\PinesWebPro\pines3.0\pythonPro\Lib\site-packages\setuptools\dist.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 737, 0, 0, 0, 0, 0, 227, 187, 1151
